node,worker,algorithm,alpha,machine_type,db_level,seed,auroc
master,g5,fedavg,a0p1,pump,-6dB,6,0.6063383648305626
n3,g0,fedavg,a0p1,pump,-6dB,7,0.7229033403255813
master,g1,fedavg,a0p1,pump,-6dB,8,0.675540352994357
n1,g6,fedavg,a0p1,pump,-6dB,9,0.6998057404930113
n3,g6,fedavg,a0p1,pump,-6dB,10,0.6156360117469315
master,g0,fedavg,a0p1,pump,-6dB,11,0.7063570364304314
n3,g4,fedavg,a0p1,pump,-6dB,12,0.7075796414867226
master,g7,fedavg,a0p1,pump,-6dB,13,0.6912906596008063
n1,g7,fedavg,a0p1,pump,-6dB,14,0.6602628200025344
n3,g7,fedavg,a0p1,pump,-6dB,15,0.661563980294135
master,g6,fedavg,a0p1,pump,-6dB,16,0.6830072998964671
n3,g5,fedavg,a0p1,pump,-6dB,17,0.6749841740104218
master,g2,fedavg,a0p1,pump,-6dB,18,0.6782567631499143
n1,g5,fedavg,a0p1,pump,-6dB,19,0.6023951361870284
master,g6,fedavg,a0p1,pump,0dB,0,0.7232397636347013
n1,g4,fedavg,a0p1,pump,0dB,1,0.7383226372440402
n3,g5,fedavg,a0p1,pump,0dB,2,0.7584787188610981
master,g5,fedavg,a0p1,pump,0dB,3,0.7490286811906264
n3,g2,fedavg,a0p1,pump,0dB,4,0.7171867056341635
master,g4,fedavg,a0p1,pump,0dB,5,0.8343788616407352
n1,g6,fedavg,a0p1,pump,0dB,6,0.665025390304294
n3,g1,fedavg,a0p1,pump,0dB,7,0.7630604236240004
master,g2,fedavg,a0p1,pump,0dB,8,0.6691139432587401
n3,g0,fedavg,a0p1,pump,0dB,9,0.7996986662137201
master,g1,fedavg,a0p1,pump,0dB,10,0.7383340093745843
n1,g7,fedavg,a0p1,pump,0dB,11,0.7568672282875513
n3,g3,fedavg,a0p1,pump,0dB,12,0.7519071867100284
master,g0,fedavg,a0p1,pump,0dB,13,0.7129972121653158
n3,g7,fedavg,a0p1,pump,0dB,14,0.7230068385199706
master,g3,fedavg,a0p1,pump,0dB,15,0.7392420218687751
n1,g5,fedavg,a0p1,pump,0dB,16,0.7370079679241037
n3,g6,fedavg,a0p1,pump,0dB,17,0.6961411277797204
master,g7,fedavg,a0p1,pump,0dB,18,0.7532532900335018
n3,g4,fedavg,a0p1,pump,0dB,19,0.6770513242996847
master,g1,fedavg,a0p1,pump,6dB,0,0.7884190511763968
n3,g3,fedavg,a0p1,pump,6dB,1,0.8527053559608886
master,g5,fedavg,a0p1,pump,6dB,2,0.8508244145702968
n1,g5,fedavg,a0p1,pump,6dB,3,0.8235010527543247
n3,g5,fedavg,a0p1,pump,6dB,4,0.7537972375500029
master,g3,fedavg,a0p1,pump,6dB,5,0.8822922708886637
n3,g1,fedavg,a0p1,pump,6dB,6,0.7582373580274964
master,g2,fedavg,a0p1,pump,6dB,7,0.8313269045207875
n1,g6,fedavg,a0p1,pump,6dB,8,0.7878797898573554
n3,g0,fedavg,a0p1,pump,6dB,9,0.8685719858397164
master,g6,fedavg,a0p1,pump,6dB,10,0.8107536704193734
n3,g6,fedavg,a0p1,pump,6dB,11,0.8264701283644508
master,g4,fedavg,a0p1,pump,6dB,12,0.8225540586080236
n1,g7,fedavg,a0p1,pump,6dB,13,0.818802203511962
n3,g7,fedavg,a0p1,pump,6dB,14,0.8271926607817982
master,g7,fedavg,a0p1,pump,6dB,15,0.8120953386155769
n3,g4,fedavg,a0p1,pump,6dB,16,0.8279927149516755
master,g0,fedavg,a0p1,pump,6dB,17,0.8161171121648918
n1,g4,fedavg,a0p1,pump,6dB,18,0.8644829955815171
n3,g2,fedavg,a0p1,pump,6dB,19,0.7527656830856693
n3,g3,fedavg,a0p1,slider,-6dB,0,0.7810819018641431
master,g1,fedavg,a0p1,slider,-6dB,1,0.8305843558154253
n3,g5,fedavg,a0p1,slider,-6dB,2,0.8264057860847986
master,g0,fedavg,a0p1,slider,-6dB,3,0.7900894208775456
n1,g7,fedavg,a0p1,slider,-6dB,4,0.8147628954866983
n3,g1,fedavg,a0p1,slider,-6dB,5,0.6912276596442545
master,g2,fedavg,a0p1,slider,-6dB,6,0.796992625011346
n3,g0,fedavg,a0p1,slider,-6dB,7,0.7678886718883472
master,g3,fedavg,a0p1,slider,-6dB,8,0.8054205031272405
n1,g4,fedavg,a0p1,slider,-6dB,9,0.7789188920311131
n3,g7,fedavg,a0p1,slider,-6dB,10,0.668069261895411
master,g4,fedavg,a0p1,slider,-6dB,11,0.79796019475138
n3,g6,fedavg,a0p1,slider,-6dB,12,0.7550822324706247
master,g7,fedavg,a0p1,slider,-6dB,13,0.7556942067716622
n1,g5,fedavg,a0p1,slider,-6dB,14,0.7597316822356021
n3,g4,fedavg,a0p1,slider,-6dB,15,0.7757480971095777
master,g6,fedavg,a0p1,slider,-6dB,16,0.7927641311538417
n3,g2,fedavg,a0p1,slider,-6dB,17,0.753402057967747
master,g5,fedavg,a0p1,slider,-6dB,18,0.7831737859872318
n1,g6,fedavg,a0p1,slider,-6dB,19,0.7883691403683881
master,g3,fedavg,a0p1,slider,0dB,0,0.8272050273728616
n1,g7,fedavg,a0p1,slider,0dB,1,0.8952940924356871
n3,g2,fedavg,a0p1,slider,0dB,2,0.8767684389101306
master,g7,fedavg,a0p1,slider,0dB,3,0.8773486838906466
n3,g5,fedavg,a0p1,slider,0dB,4,0.8729911426295487
master,g5,fedavg,a0p1,slider,0dB,5,0.8516019913476468
n1,g6,fedavg,a0p1,slider,0dB,6,0.8780002582519233
n3,g1,fedavg,a0p1,slider,0dB,7,0.8035091010886687
master,g2,fedavg,a0p1,slider,0dB,8,0.8530507242374012
n3,g0,fedavg,a0p1,slider,0dB,9,0.8552331780347558
master,g1,fedavg,a0p1,slider,0dB,10,0.821250699991362
n1,g5,fedavg,a0p1,slider,0dB,11,0.8819297845570864
n3,g3,fedavg,a0p1,slider,0dB,12,0.8585907192694833
master,g4,fedavg,a0p1,slider,0dB,13,0.8851644451335225
n3,g7,fedavg,a0p1,slider,0dB,14,0.8255004388844492
master,g6,fedavg,a0p1,slider,0dB,15,0.8107671563171692
n1,g4,fedavg,a0p1,slider,0dB,16,0.8720201213763948
n3,g6,fedavg,a0p1,slider,0dB,17,0.8482008767783096
master,g0,fedavg,a0p1,slider,0dB,18,0.8874138938622473
n3,g4,fedavg,a0p1,slider,0dB,19,0.8506828112048932
master,g4,fedavg,a0p1,slider,6dB,0,0.8795433080368387
n3,g3,fedavg,a0p1,slider,6dB,1,0.9304442684941271
master,g3,fedavg,a0p1,slider,6dB,2,0.9107857601575223
n1,g5,fedavg,a0p1,slider,6dB,3,0.9399425537438582
n3,g5,fedavg,a0p1,slider,6dB,4,0.9443027486834052
master,g5,fedavg,a0p1,slider,6dB,5,0.8336728709274048
n3,g1,fedavg,a0p1,slider,6dB,6,0.9227549347381883
master,g2,fedavg,a0p1,slider,6dB,7,0.844714138217052
n1,g6,fedavg,a0p1,slider,6dB,8,0.8393868748119783
n3,g0,fedavg,a0p1,slider,6dB,9,0.8956592779697369
master,g7,fedavg,a0p1,slider,6dB,10,0.8958676014893188
n3,g7,fedavg,a0p1,slider,6dB,11,0.9280729576885364
master,g0,fedavg,a0p1,slider,6dB,12,0.8984856638494488
n1,g4,fedavg,a0p1,slider,6dB,13,0.8354635829658538
n3,g6,fedavg,a0p1,slider,6dB,14,0.937820849929316
master,g1,fedavg,a0p1,slider,6dB,15,0.9067186879697973
n3,g4,fedavg,a0p1,slider,6dB,16,0.9565499587856747
master,g6,fedavg,a0p1,slider,6dB,17,0.9002383612848585
n1,g7,fedavg,a0p1,slider,6dB,18,0.9135846484049005
n3,g2,fedavg,a0p1,slider,6dB,19,0.8890936700591634
n3,g3,fedavg,a0p1,valve,-6dB,0,0.4416249361811589
master,g6,fedavg,a0p1,valve,-6dB,1,0.4835812026072723
n3,g5,fedavg,a0p1,valve,-6dB,2,0.4727025763960749
master,g0,fedavg,a0p1,valve,-6dB,3,0.4767264811093803
n1,g6,fedavg,a0p1,valve,-6dB,4,0.4981755513936095
n3,g1,fedavg,a0p1,valve,-6dB,5,0.5404121310551682
master,g2,fedavg,a0p1,valve,-6dB,6,0.4981529683516034
n3,g0,fedavg,a0p1,valve,-6dB,7,0.4597687055896526
master,g7,fedavg,a0p1,valve,-6dB,8,0.4479272188076797
n1,g4,fedavg,a0p1,valve,-6dB,9,0.4867530888197978
n3,g7,fedavg,a0p1,valve,-6dB,10,0.5342907433761226
master,g1,fedavg,a0p1,valve,-6dB,11,0.5035214253857664
n3,g4,fedavg,a0p1,valve,-6dB,12,0.4612876610070483
master,g3,fedavg,a0p1,valve,-6dB,13,0.3819856184469912
n1,g7,fedavg,a0p1,valve,-6dB,14,0.4858440885808341
n3,g6,fedavg,a0p1,valve,-6dB,15,0.4743780996413375
master,g5,fedavg,a0p1,valve,-6dB,16,0.5128337828037405
n3,g2,fedavg,a0p1,valve,-6dB,17,0.5018995041563289
master,g4,fedavg,a0p1,valve,-6dB,18,0.5297558491304332
n1,g5,fedavg,a0p1,valve,-6dB,19,0.4593305135002608
master,g4,fedavg,a0p1,valve,0dB,0,0.5603705295078881
n1,g7,fedavg,a0p1,valve,0dB,1,0.5859705824587496
n3,g2,fedavg,a0p1,valve,0dB,2,0.5471416220228394
master,g5,fedavg,a0p1,valve,0dB,3,0.5925535554118134
n3,g5,fedavg,a0p1,valve,0dB,4,0.5765183063247846
master,g7,fedavg,a0p1,valve,0dB,5,0.6589286454075444
n1,g4,fedavg,a0p1,valve,0dB,6,0.5959740646343258
n3,g1,fedavg,a0p1,valve,0dB,7,0.5711165641491205
master,g2,fedavg,a0p1,valve,0dB,8,0.4264086141584159
n3,g0,fedavg,a0p1,valve,0dB,9,0.5785574608427828
master,g6,fedavg,a0p1,valve,0dB,10,0.6330078772731988
n1,g5,fedavg,a0p1,valve,0dB,11,0.5806233190477477
n3,g3,fedavg,a0p1,valve,0dB,12,0.5795342821908077
master,g3,fedavg,a0p1,valve,0dB,13,0.4370639033039306
n3,g4,fedavg,a0p1,valve,0dB,14,0.5764260643462898
master,g0,fedavg,a0p1,valve,0dB,15,0.5185066281355639
n1,g6,fedavg,a0p1,valve,0dB,16,0.6048262270631644
n3,g7,fedavg,a0p1,valve,0dB,17,0.4792685050567341
master,g1,fedavg,a0p1,valve,0dB,18,0.6028112613043822
n3,g6,fedavg,a0p1,valve,0dB,19,0.4978549812692021
master,g1,fedavg,a0p1,valve,6dB,0,0.6418771189362624
n3,g3,fedavg,a0p1,valve,6dB,1,0.6115973473209209
master,g0,fedavg,a0p1,valve,6dB,2,0.6605786184024782
n1,g5,fedavg,a0p1,valve,6dB,3,0.6858373652201719
n3,g5,fedavg,a0p1,valve,6dB,4,0.6830053315359466
master,g3,fedavg,a0p1,valve,6dB,5,0.5988091802008866
n3,g1,fedavg,a0p1,valve,6dB,6,0.5178065339118858
master,g2,fedavg,a0p1,valve,6dB,7,0.6044967336866591
n1,g4,fedavg,a0p1,valve,6dB,8,0.5784500806487918
n3,g0,fedavg,a0p1,valve,6dB,9,0.6549512188661575
master,g4,fedavg,a0p1,valve,6dB,10,0.6568060685655941
n3,g4,fedavg,a0p1,valve,6dB,11,0.620886602922422
master,g7,fedavg,a0p1,valve,6dB,12,0.7418758585091899
n1,g6,fedavg,a0p1,valve,6dB,13,0.5856543539413647
n3,g7,fedavg,a0p1,valve,6dB,14,0.6181325774548356
master,g5,fedavg,a0p1,valve,6dB,15,0.6633102272681086
n3,g6,fedavg,a0p1,valve,6dB,16,0.6387327875217065
master,g6,fedavg,a0p1,valve,6dB,17,0.5820103990326044
n1,g7,fedavg,a0p1,valve,6dB,18,0.6414084178825848
n3,g2,fedavg,a0p1,valve,6dB,19,0.5364673076290708
n3,g3,fedavg,a0p5,fan,-6dB,0,0.6291779824867983
master,g0,fedavg,a0p5,fan,-6dB,1,0.629769685064566
n3,g5,fedavg,a0p5,fan,-6dB,2,0.6044218275540965
master,g3,fedavg,a0p5,fan,-6dB,3,0.6032331676378235
n1,g6,fedavg,a0p5,fan,-6dB,4,0.6170134506423079
n3,g1,fedavg,a0p5,fan,-6dB,5,0.6063071052038745
master,g7,fedavg,a0p5,fan,-6dB,6,0.6491817094644562
n3,g0,fedavg,a0p5,fan,-6dB,7,0.6397799475522487
master,g2,fedavg,a0p5,fan,-6dB,8,0.6085644663860166
n1,g4,fedavg,a0p5,fan,-6dB,9,0.6421298131341768
n3,g7,fedavg,a0p5,fan,-6dB,10,0.6137531706505539
master,g1,fedavg,a0p5,fan,-6dB,11,0.6439568349380742
n3,g6,fedavg,a0p5,fan,-6dB,12,0.6555485805747627
master,g5,fedavg,a0p5,fan,-6dB,13,0.5705005612176726
n1,g5,fedavg,a0p5,fan,-6dB,14,0.6227379658393148
n3,g4,fedavg,a0p5,fan,-6dB,15,0.6059082895266832
master,g6,fedavg,a0p5,fan,-6dB,16,0.6136758250120609
n3,g2,fedavg,a0p5,fan,-6dB,17,0.6151440180610908
master,g4,fedavg,a0p5,fan,-6dB,18,0.6111152028585567
n1,g7,fedavg,a0p5,fan,-6dB,19,0.6041549263171323
master,g1,fedavg,a0p5,fan,0dB,0,0.8263738372249605
n1,g6,fedavg,a0p5,fan,0dB,1,0.8270945365085106
n3,g2,fedavg,a0p5,fan,0dB,2,0.8382283014761454
master,g5,fedavg,a0p5,fan,0dB,3,0.8019246544490135
n3,g5,fedavg,a0p5,fan,0dB,4,0.8354673257439579
master,g2,fedavg,a0p5,fan,0dB,5,0.7860333493961662
n1,g4,fedavg,a0p5,fan,0dB,6,0.8116240682485477
n3,g1,fedavg,a0p5,fan,0dB,7,0.8305466655107221
master,g3,fedavg,a0p5,fan,0dB,8,0.8038386480818233
n3,g0,fedavg,a0p5,fan,0dB,9,0.8392043640316114
master,g0,fedavg,a0p5,fan,0dB,10,0.8285506399939935
n1,g7,fedavg,a0p5,fan,0dB,11,0.7931907480528823
n3,g3,fedavg,a0p5,fan,0dB,12,0.8311119290401301
master,g4,fedavg,a0p5,fan,0dB,13,0.8316275881097711
n3,g6,fedavg,a0p5,fan,0dB,14,0.7806799448872154
master,g7,fedavg,a0p5,fan,0dB,15,0.8164445669524891
n1,g5,fedavg,a0p5,fan,0dB,16,0.8209376396483614
n3,g4,fedavg,a0p5,fan,0dB,17,0.802479375134349
master,g6,fedavg,a0p5,fan,0dB,18,0.7841647721520724
n3,g7,fedavg,a0p5,fan,0dB,19,0.8148989209948931
master,g1,fedavg,a0p5,fan,6dB,0,0.9574438613755836
n3,g3,fedavg,a0p5,fan,6dB,1,0.9582195038688361
master,g0,fedavg,a0p5,fan,6dB,2,0.9501658633907588
n1,g4,fedavg,a0p5,fan,6dB,3,0.9461314647040598
n3,g5,fedavg,a0p5,fan,6dB,4,0.9679043493719159
master,g3,fedavg,a0p5,fan,6dB,5,0.9545214009695441
n3,g1,fedavg,a0p5,fan,6dB,6,0.957652693174025
master,g2,fedavg,a0p5,fan,6dB,7,0.9491093430149089
n1,g6,fedavg,a0p5,fan,6dB,8,0.9625669520573925
n3,g0,fedavg,a0p5,fan,6dB,9,0.9487914302206212
master,g4,fedavg,a0p5,fan,6dB,10,0.9529184766273247
n3,g7,fedavg,a0p5,fan,6dB,11,0.9205293669093795
master,g5,fedavg,a0p5,fan,6dB,12,0.9437543421698178
n1,g7,fedavg,a0p5,fan,6dB,13,0.9474609438724636
n3,g4,fedavg,a0p5,fan,6dB,14,0.9511543153386068
master,g7,fedavg,a0p5,fan,6dB,15,0.9532432281866947
n3,g6,fedavg,a0p5,fan,6dB,16,0.9505574317735986
master,g6,fedavg,a0p5,fan,6dB,17,0.9483688345447912
n1,g5,fedavg,a0p5,fan,6dB,18,0.9451518597804739
n3,g2,fedavg,a0p5,fan,6dB,19,0.9607918922782412
n3,g3,fedavg,a0p5,pump,-6dB,0,0.6588789508463548
master,g2,fedavg,a0p5,pump,-6dB,1,0.6891128546745253
n3,g5,fedavg,a0p5,pump,-6dB,2,0.7135852691143556
master,g6,fedavg,a0p5,pump,-6dB,3,0.6832993006375336
n1,g6,fedavg,a0p5,pump,-6dB,4,0.7058736407884166
n3,g1,fedavg,a0p5,pump,-6dB,5,0.6566417907936086
master,g5,fedavg,a0p5,pump,-6dB,6,0.665174414115665
n3,g0,fedavg,a0p5,pump,-6dB,7,0.6980117901303754
master,g3,fedavg,a0p5,pump,-6dB,8,0.6611961590291309
n1,g4,fedavg,a0p5,pump,-6dB,9,0.6893823855962535
n3,g6,fedavg,a0p5,pump,-6dB,10,0.6515520949069905
master,g0,fedavg,a0p5,pump,-6dB,11,0.655599998510968
n3,g7,fedavg,a0p5,pump,-6dB,12,0.6659075857617323
master,g4,fedavg,a0p5,pump,-6dB,13,0.6523017832620661
n1,g7,fedavg,a0p5,pump,-6dB,14,0.6308477778708836
n3,g4,fedavg,a0p5,pump,-6dB,15,0.6804959311617679
master,g1,fedavg,a0p5,pump,-6dB,16,0.6774180324474807
n3,g2,fedavg,a0p5,pump,-6dB,17,0.648193464947193
master,g7,fedavg,a0p5,pump,-6dB,18,0.6477502012301435
n1,g5,fedavg,a0p5,pump,-6dB,19,0.656577071821445
master,g5,fedavg,a0p5,pump,0dB,0,0.7033717579571006
n1,g6,fedavg,a0p5,pump,0dB,1,0.7338291141182952
n3,g2,fedavg,a0p5,pump,0dB,2,0.7746550937077044
master,g7,fedavg,a0p5,pump,0dB,3,0.7513533143971924
n3,g5,fedavg,a0p5,pump,0dB,4,0.7809245269099206
master,g0,fedavg,a0p5,pump,0dB,5,0.7099736600254506
n1,g4,fedavg,a0p5,pump,0dB,6,0.7268573423870353
n3,g1,fedavg,a0p5,pump,0dB,7,0.7808132929848645
master,g2,fedavg,a0p5,pump,0dB,8,0.7212806939748716
n3,g0,fedavg,a0p5,pump,0dB,9,0.7083718269702576
master,g6,fedavg,a0p5,pump,0dB,10,0.6869233686392817
n1,g7,fedavg,a0p5,pump,0dB,11,0.6932027573024331
n3,g3,fedavg,a0p5,pump,0dB,12,0.7162530414279402
master,g3,fedavg,a0p5,pump,0dB,13,0.7337743630447907
n3,g6,fedavg,a0p5,pump,0dB,14,0.6880017416468517
master,g4,fedavg,a0p5,pump,0dB,15,0.7359363394297809
n1,g5,fedavg,a0p5,pump,0dB,16,0.7258286105462087
n3,g4,fedavg,a0p5,pump,0dB,17,0.7206234742086759
master,g1,fedavg,a0p5,pump,0dB,18,0.7019640093925053
n3,g7,fedavg,a0p5,pump,0dB,19,0.6973763883442161
master,g7,fedavg,a0p5,pump,6dB,0,0.8046968640704202
n3,g3,fedavg,a0p5,pump,6dB,1,0.8249442413630138
master,g6,fedavg,a0p5,pump,6dB,2,0.8671420026387449
n1,g6,fedavg,a0p5,pump,6dB,3,0.8595172977906363
n3,g5,fedavg,a0p5,pump,6dB,4,0.8460166850922377
master,g3,fedavg,a0p5,pump,6dB,5,0.8099002452447521
n3,g0,fedavg,a0p5,pump,6dB,6,0.8231477987557781
master,g2,fedavg,a0p5,pump,6dB,7,0.8342225985042324
n1,g5,fedavg,a0p5,pump,6dB,8,0.8186456214944986
n3,g1,fedavg,a0p5,pump,6dB,9,0.8075621863946407
master,g1,fedavg,a0p5,pump,6dB,10,0.8086714982590049
n3,g6,fedavg,a0p5,pump,6dB,11,0.8000033533597696
master,g4,fedavg,a0p5,pump,6dB,12,0.8125871528883799
n1,g7,fedavg,a0p5,pump,6dB,13,0.8114677884382662
n3,g4,fedavg,a0p5,pump,6dB,14,0.804683399614065
master,g0,fedavg,a0p5,pump,6dB,15,0.8322590421214388
n3,g7,fedavg,a0p5,pump,6dB,16,0.8265749405734037
master,g5,fedavg,a0p5,pump,6dB,17,0.823184123882162
n1,g4,fedavg,a0p5,pump,6dB,18,0.8181604554641264
n3,g2,fedavg,a0p5,pump,6dB,19,0.7934318202900293
n3,g3,fedavg,a0p5,slider,-6dB,0,0.8355721761516509
master,g6,fedavg,a0p5,slider,-6dB,1,0.8330424144502248
n3,g5,fedavg,a0p5,slider,-6dB,2,0.8429334447574943
master,g0,fedavg,a0p5,slider,-6dB,3,0.8483002721488384
n1,g4,fedavg,a0p5,slider,-6dB,4,0.845094426495179
n3,g0,fedavg,a0p5,slider,-6dB,5,0.8179650774880773
master,g3,fedavg,a0p5,slider,-6dB,6,0.8456386831146793
n3,g1,fedavg,a0p5,slider,-6dB,7,0.8359368072240334
master,g4,fedavg,a0p5,slider,-6dB,8,0.8227606560060241
n1,g5,fedavg,a0p5,slider,-6dB,9,0.8468903186003122
n3,g6,fedavg,a0p5,slider,-6dB,10,0.8339122569072079
master,g5,fedavg,a0p5,slider,-6dB,11,0.8616020520185431
n3,g4,fedavg,a0p5,slider,-6dB,12,0.8524484228895064
master,g2,fedavg,a0p5,slider,-6dB,13,0.7701002970976923
n1,g7,fedavg,a0p5,slider,-6dB,14,0.8323053591815611
n3,g7,fedavg,a0p5,slider,-6dB,15,0.8372894271390342
master,g7,fedavg,a0p5,slider,-6dB,16,0.840260605880123
n3,g2,fedavg,a0p5,slider,-6dB,17,0.8353571757784582
master,g1,fedavg,a0p5,slider,-6dB,18,0.8349408881774789
n1,g6,fedavg,a0p5,slider,-6dB,19,0.8326060935241912
master,g4,fedavg,a0p5,slider,0dB,0,0.8903100420826802
n1,g5,fedavg,a0p5,slider,0dB,1,0.9007736744726819
n3,g2,fedavg,a0p5,slider,0dB,2,0.9089062898308023
master,g7,fedavg,a0p5,slider,0dB,3,0.9041710207424645
n3,g5,fedavg,a0p5,slider,0dB,4,0.8944178045870317
master,g3,fedavg,a0p5,slider,0dB,5,0.8608274323910672
n1,g6,fedavg,a0p5,slider,0dB,6,0.9031270684443079
n3,g0,fedavg,a0p5,slider,0dB,7,0.887199209140638
master,g2,fedavg,a0p5,slider,0dB,8,0.8817704303355913
n3,g1,fedavg,a0p5,slider,0dB,9,0.9123698126113193
master,g0,fedavg,a0p5,slider,0dB,10,0.905810054867368
n1,g7,fedavg,a0p5,slider,0dB,11,0.912320183553225
n3,g3,fedavg,a0p5,slider,0dB,12,0.9106054791849596
master,g6,fedavg,a0p5,slider,0dB,13,0.832323801439367
n3,g6,fedavg,a0p5,slider,0dB,14,0.8974165530245541
master,g5,fedavg,a0p5,slider,0dB,15,0.8952132358332751
n1,g4,fedavg,a0p5,slider,0dB,16,0.8860095509137957
n3,g7,fedavg,a0p5,slider,0dB,17,0.8910973295562303
master,g1,fedavg,a0p5,slider,0dB,18,0.9006325121973404
n3,g4,fedavg,a0p5,slider,0dB,19,0.8720370000504014
master,g0,fedavg,a0p5,slider,6dB,0,0.9200806301470493
n3,g3,fedavg,a0p5,slider,6dB,1,0.9404913485369711
master,g6,fedavg,a0p5,slider,6dB,2,0.9508273024884872
n1,g6,fedavg,a0p5,slider,6dB,3,0.9453897447413375
n3,g5,fedavg,a0p5,slider,6dB,4,0.9481830923029155
master,g5,fedavg,a0p5,slider,6dB,5,0.9330797311963754
n3,g0,fedavg,a0p5,slider,6dB,6,0.9526343260623158
master,g2,fedavg,a0p5,slider,6dB,7,0.9242639633054205
n1,g4,fedavg,a0p5,slider,6dB,8,0.8809815183900784
n3,g1,fedavg,a0p5,slider,6dB,9,0.9529341398490658
master,g4,fedavg,a0p5,slider,6dB,10,0.940094635136297
n3,g4,fedavg,a0p5,slider,6dB,11,0.9480298029190892
master,g1,fedavg,a0p5,slider,6dB,12,0.9558911645283817
n1,g5,fedavg,a0p5,slider,6dB,13,0.8649379907561962
n3,g7,fedavg,a0p5,slider,6dB,14,0.9426008482233245
master,g3,fedavg,a0p5,slider,6dB,15,0.94428176128232
n3,g6,fedavg,a0p5,slider,6dB,16,0.9460563890523694
master,g7,fedavg,a0p5,slider,6dB,17,0.9249311453734033
n1,g7,fedavg,a0p5,slider,6dB,18,0.9507355823674738
n3,g2,fedavg,a0p5,slider,6dB,19,0.8858444594819257
n3,g3,fedavg,a0p5,valve,-6dB,0,0.4944584587512052
master,g0,fedavg,a0p5,valve,-6dB,1,0.4738526964588359
n3,g5,fedavg,a0p5,valve,-6dB,2,0.4931125377598434
master,g5,fedavg,a0p5,valve,-6dB,3,0.4910329094015938
n1,g6,fedavg,a0p5,valve,-6dB,4,0.482791372922689
n3,g1,fedavg,a0p5,valve,-6dB,5,0.5010935963386353
master,g3,fedavg,a0p5,valve,-6dB,6,0.5046918897196588
n3,g0,fedavg,a0p5,valve,-6dB,7,0.4863267533583198
master,g2,fedavg,a0p5,valve,-6dB,8,0.4657134544118585
n1,g4,fedavg,a0p5,valve,-6dB,9,0.5167477144357647
n3,g6,fedavg,a0p5,valve,-6dB,10,0.5143919032020584
master,g4,fedavg,a0p5,valve,-6dB,11,0.5292251466928739
n3,g4,fedavg,a0p5,valve,-6dB,12,0.5299943754182797
master,g6,fedavg,a0p5,valve,-6dB,13,0.4511853707644354
n1,g5,fedavg,a0p5,valve,-6dB,14,0.521438167766649
n3,g7,fedavg,a0p5,valve,-6dB,15,0.5075568690107044
master,g1,fedavg,a0p5,valve,-6dB,16,0.4852881391826525
n3,g2,fedavg,a0p5,valve,-6dB,17,0.4789239062627788
master,g7,fedavg,a0p5,valve,-6dB,18,0.5060825147736385
n1,g7,fedavg,a0p5,valve,-6dB,19,0.496917756170118
master,g7,fedavg,a0p5,valve,0dB,0,0.5665608644306148
n1,g6,fedavg,a0p5,valve,0dB,1,0.5720477599900244
n3,g2,fedavg,a0p5,valve,0dB,2,0.5643443367401527
master,g0,fedavg,a0p5,valve,0dB,3,0.587904234301449
n3,g5,fedavg,a0p5,valve,0dB,4,0.5479111232466447
master,g6,fedavg,a0p5,valve,0dB,5,0.5833108467366248
n1,g4,fedavg,a0p5,valve,0dB,6,0.6197527629800501
n3,g1,fedavg,a0p5,valve,0dB,7,0.5266928326056223
master,g2,fedavg,a0p5,valve,0dB,8,0.5298037623080595
n3,g0,fedavg,a0p5,valve,0dB,9,0.6328297313828883
master,g4,fedavg,a0p5,valve,0dB,10,0.5632226499321072
n1,g7,fedavg,a0p5,valve,0dB,11,0.6008202441496292
n3,g3,fedavg,a0p5,valve,0dB,12,0.605582035273317
master,g1,fedavg,a0p5,valve,0dB,13,0.4816239473035712
n3,g6,fedavg,a0p5,valve,0dB,14,0.6126506143825463
master,g3,fedavg,a0p5,valve,0dB,15,0.6249765745254898
n1,g5,fedavg,a0p5,valve,0dB,16,0.5951465022879179
n3,g7,fedavg,a0p5,valve,0dB,17,0.5208762116808623
master,g5,fedavg,a0p5,valve,0dB,18,0.591637375103012
n3,g4,fedavg,a0p5,valve,0dB,19,0.5616254162353089
master,g7,fedavg,a0p5,valve,6dB,0,0.618766980429704
n3,g3,fedavg,a0p5,valve,6dB,1,0.6533899219077602
master,g5,fedavg,a0p5,valve,6dB,2,0.6540811702906588
n1,g4,fedavg,a0p5,valve,6dB,3,0.6826545286308717
n3,g5,fedavg,a0p5,valve,6dB,4,0.6663588004255843
master,g3,fedavg,a0p5,valve,6dB,5,0.6448795398652953
n3,g0,fedavg,a0p5,valve,6dB,6,0.668202955781947
master,g2,fedavg,a0p5,valve,6dB,7,0.5699631948003621
n1,g6,fedavg,a0p5,valve,6dB,8,0.4355700013220057
n3,g1,fedavg,a0p5,valve,6dB,9,0.680806514349533
master,g1,fedavg,a0p5,valve,6dB,10,0.6437113419143026
n3,g6,fedavg,a0p5,valve,6dB,11,0.6915937449210757
master,g6,fedavg,a0p5,valve,6dB,12,0.6663177647003369
n1,g5,fedavg,a0p5,valve,6dB,13,0.4548291453917116
n3,g7,fedavg,a0p5,valve,6dB,14,0.6705730689970648
master,g0,fedavg,a0p5,valve,6dB,15,0.6629257624133323
n3,g4,fedavg,a0p5,valve,6dB,16,0.6615322543332863
master,g4,fedavg,a0p5,valve,6dB,17,0.5669146972707231
