host,worker,gpu,done_file,name,normalization_mode,algorithm,alpha,machine_type,db_level,seed,auroc,log_file,log_line
master,norm_g2,2,norm_g2_p1_norm_central_personalized_a100_fan_m6dB_s0.json,p1_norm_central_personalized_a100_fan_m6dB_s0,central,personalized,100.0,fan,-6dB,0,0.6284648692711589,master/p1/logs/p1_norm_g2.log,48
n3,norm_g2,2,norm_g2_p1_norm_central_personalized_a100_slider_m6dB_s0.json,p1_norm_central_personalized_a100_slider_m6dB_s0,central,personalized,100.0,slider,-6dB,0,0.8380056705391674,n3/p1/logs/p1_norm_g2.log,50
master,norm_g2,2,norm_g2_p1_norm_central_personalized_a100_slider_m6dB_s1.json,p1_norm_central_personalized_a100_slider_m6dB_s1,central,personalized,100.0,slider,-6dB,1,0.8347782355133134,master/p1/logs/p1_norm_g2.log,50
n3,norm_g2,2,norm_g2_p1_norm_central_personalized_a100_valve_m6dB_s1.json,p1_norm_central_personalized_a100_valve_m6dB_s1,central,personalized,100.0,valve,-6dB,1,0.4958768250823996,n3/p1/logs/p1_norm_g2.log,52
master,norm_g2,2,norm_g2_p1_norm_central_personalized_a100_valve_m6dB_s2.json,p1_norm_central_personalized_a100_valve_m6dB_s2,central,personalized,100.0,valve,-6dB,2,0.5018844369243676,master/p1/logs/p1_norm_g2.log,52
master,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a0p05_fan_m6dB_s2.json,p1_norm_federated_train_clustered_fl_a0p05_fan_m6dB_s2,federated_train,clustered_fl,0.05,fan,-6dB,2,0.6247346283624051,master/p1/logs/p1_norm_g2.log,54
n3,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a0p05_fan_m6dB_s3.json,p1_norm_federated_train_clustered_fl_a0p05_fan_m6dB_s3,federated_train,clustered_fl,0.05,fan,-6dB,3,0.6569893442287325,n3/p1/logs/p1_norm_g2.log,54
master,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a0p05_slider_m6dB_s3.json,p1_norm_federated_train_clustered_fl_a0p05_slider_m6dB_s3,federated_train,clustered_fl,0.05,slider,-6dB,3,0.7499689313966641,master/p1/logs/p1_norm_g2.log,56
n3,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a0p05_valve_0dB_s0.json,p1_norm_federated_train_clustered_fl_a0p05_valve_0dB_s0,federated_train,clustered_fl,0.05,valve,0dB,0,0.5691382667811923,n3/p1/logs/p1_norm_g2.log,56
master,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a0p05_valve_m6dB_s4.json,p1_norm_federated_train_clustered_fl_a0p05_valve_m6dB_s4,federated_train,clustered_fl,0.05,valve,-6dB,4,0.4283547202561989,master/p1/logs/p1_norm_g2.log,58
n3,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a0p5_fan_0dB_s3.json,p1_norm_federated_train_clustered_fl_a0p5_fan_0dB_s3,federated_train,clustered_fl,0.5,fan,0dB,3,0.8040731574731204,n3/p1/logs/p1_norm_g2.log,58
master,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a0p5_slider_0dB_s1.json,p1_norm_federated_train_clustered_fl_a0p5_slider_0dB_s1,federated_train,clustered_fl,0.5,slider,0dB,1,0.9021781855419784,master/p1/logs/p1_norm_g2.log,60
n3,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a0p5_slider_0dB_s2.json,p1_norm_federated_train_clustered_fl_a0p5_slider_0dB_s2,federated_train,clustered_fl,0.5,slider,0dB,2,0.9074663398430511,n3/p1/logs/p1_norm_g2.log,60
master,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a0p5_valve_0dB_s0.json,p1_norm_federated_train_clustered_fl_a0p5_valve_0dB_s0,federated_train,clustered_fl,0.5,valve,0dB,0,0.562882255460099,master/p1/logs/p1_norm_g2.log,62
n3,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a0p5_valve_6dB_s0.json,p1_norm_federated_train_clustered_fl_a0p5_valve_6dB_s0,federated_train,clustered_fl,0.5,valve,6dB,0,0.6190494649513714,n3/p1/logs/p1_norm_g2.log,62
master,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a100_fan_0dB_s3.json,p1_norm_federated_train_clustered_fl_a100_fan_0dB_s3,federated_train,clustered_fl,100.0,fan,0dB,3,0.7936148482416778,master/p1/logs/p1_norm_g2.log,64
n3,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a100_fan_0dB_s4.json,p1_norm_federated_train_clustered_fl_a100_fan_0dB_s4,federated_train,clustered_fl,100.0,fan,0dB,4,0.8190790462713526,n3/p1/logs/p1_norm_g2.log,64
master,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a100_slider_0dB_s2.json,p1_norm_federated_train_clustered_fl_a100_slider_0dB_s2,federated_train,clustered_fl,100.0,slider,0dB,2,0.9008268964732714,master/p1/logs/p1_norm_g2.log,66
n3,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a100_slider_6dB_s2.json,p1_norm_federated_train_clustered_fl_a100_slider_6dB_s2,federated_train,clustered_fl,100.0,slider,6dB,2,0.9455117443427058,n3/p1/logs/p1_norm_g2.log,66
master,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a100_valve_6dB_s0.json,p1_norm_federated_train_clustered_fl_a100_valve_6dB_s0,federated_train,clustered_fl,100.0,valve,6dB,0,0.6149570097734358,master/p1/logs/p1_norm_g2.log,68
n3,norm_g2,2,norm_g2_p1_norm_federated_train_clustered_fl_a100_valve_6dB_s1.json,p1_norm_federated_train_clustered_fl_a100_valve_6dB_s1,federated_train,clustered_fl,100.0,valve,6dB,1,0.6432903695152229,n3/p1/logs/p1_norm_g2.log,68
master,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a0p05_fan_0dB_s4.json,p1_norm_federated_train_fedavg_a0p05_fan_0dB_s4,federated_train,fedavg,0.05,fan,0dB,4,0.8008584913996575,master/p1/logs/p1_norm_g2.log,70
n3,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a0p05_fan_m6dB_s2.json,p1_norm_federated_train_fedavg_a0p05_fan_m6dB_s2,federated_train,fedavg,0.05,fan,-6dB,2,0.613731061433363,n3/p1/logs/p1_norm_g2.log,70
master,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a0p05_slider_6dB_s2.json,p1_norm_federated_train_fedavg_a0p05_slider_6dB_s2,federated_train,fedavg,0.05,slider,6dB,2,0.8352700852555612,master/p1/logs/p1_norm_g2.log,72
n3,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a0p05_slider_m6dB_s3.json,p1_norm_federated_train_fedavg_a0p05_slider_m6dB_s3,federated_train,fedavg,0.05,slider,-6dB,3,0.7551244430027457,n3/p1/logs/p1_norm_g2.log,72
master,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a0p05_valve_6dB_s1.json,p1_norm_federated_train_fedavg_a0p05_valve_6dB_s1,federated_train,fedavg,0.05,valve,6dB,1,0.6759388872955691,master/p1/logs/p1_norm_g2.log,74
n3,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a0p05_valve_m6dB_s4.json,p1_norm_federated_train_fedavg_a0p05_valve_m6dB_s4,federated_train,fedavg,0.05,valve,-6dB,4,0.43610211835481044,n3/p1/logs/p1_norm_g2.log,74
master,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a0p5_fan_6dB_s4.json,p1_norm_federated_train_fedavg_a0p5_fan_6dB_s4,federated_train,fedavg,0.5,fan,6dB,4,0.9683776401857568,master/p1/logs/p1_norm_g2.log,76
n3,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a0p5_slider_0dB_s1.json,p1_norm_federated_train_fedavg_a0p5_slider_0dB_s1,federated_train,fedavg,0.5,slider,0dB,1,0.900752018371014,n3/p1/logs/p1_norm_g2.log,76
master,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3.json,p1_norm_federated_train_fedavg_a0p5_slider_6dB_s3,federated_train,fedavg,0.5,slider,6dB,3,0.946069348688102,master/p1/logs/p1_norm_g2.log,78
n3,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s2.json,p1_norm_federated_train_fedavg_a0p5_slider_m6dB_s2,federated_train,fedavg,0.5,slider,-6dB,2,0.8425349214033968,n3/p1/logs/p1_norm_g2.log,78
master,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a0p5_valve_m6dB_s0.json,p1_norm_federated_train_fedavg_a0p5_valve_m6dB_s0,federated_train,fedavg,0.5,valve,-6dB,0,0.49479362445288605,master/p1/logs/p1_norm_g2.log,80
n3,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a0p5_valve_m6dB_s3.json,p1_norm_federated_train_fedavg_a0p5_valve_m6dB_s3,federated_train,fedavg,0.5,valve,-6dB,3,0.4896819048686966,n3/p1/logs/p1_norm_g2.log,80
master,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a100_fan_m6dB_s1.json,p1_norm_federated_train_fedavg_a100_fan_m6dB_s1,federated_train,fedavg,100.0,fan,-6dB,1,0.6418292318929246,master/p1/logs/p1_norm_g2.log,82
n3,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a100_fan_m6dB_s4.json,p1_norm_federated_train_fedavg_a100_fan_m6dB_s4,federated_train,fedavg,100.0,fan,-6dB,4,0.6182631535545038,n3/p1/logs/p1_norm_g2.log,82
master,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a100_slider_m6dB_s2.json,p1_norm_federated_train_fedavg_a100_slider_m6dB_s2,federated_train,fedavg,100.0,slider,-6dB,2,0.8480221977493946,master/p1/logs/p1_norm_g2.log,84
n3,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a100_valve_0dB_s1.json,p1_norm_federated_train_fedavg_a100_valve_0dB_s1,federated_train,fedavg,100.0,valve,0dB,1,0.5558973083739666,n3/p1/logs/p1_norm_g2.log,84
master,norm_g2,2,norm_g2_p1_norm_federated_train_fedavg_a100_valve_m6dB_s3.json,p1_norm_federated_train_fedavg_a100_valve_m6dB_s3,federated_train,fedavg,100.0,valve,-6dB,3,0.4904443465893964,master/p1/logs/p1_norm_g2.log,86
n3,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a0p05_fan_0dB_s1.json,p1_norm_federated_train_personalized_a0p05_fan_0dB_s1,federated_train,personalized,0.05,fan,0dB,1,0.7994212898550157,n3/p1/logs/p1_norm_g2.log,86
n3,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a0p05_slider_0dB_s0.json,p1_norm_federated_train_personalized_a0p05_slider_0dB_s0,federated_train,personalized,0.05,slider,0dB,0,0.8065798030272893,n3/p1/logs/p1_norm_g2.log,88
master,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a0p05_slider_0dB_s1.json,p1_norm_federated_train_personalized_a0p05_slider_0dB_s1,federated_train,personalized,0.05,slider,0dB,1,0.8699033588692373,master/p1/logs/p1_norm_g2.log,88
master,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a0p05_valve_0dB_s0.json,p1_norm_federated_train_personalized_a0p05_valve_0dB_s0,federated_train,personalized,0.05,valve,0dB,0,0.5708704703653495,master/p1/logs/p1_norm_g2.log,90
n3,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a0p05_valve_0dB_s3.json,p1_norm_federated_train_personalized_a0p05_valve_0dB_s3,federated_train,personalized,0.05,valve,0dB,3,0.46743449806733567,n3/p1/logs/p1_norm_g2.log,90
n3,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a0p5_fan_0dB_s2.json,p1_norm_federated_train_personalized_a0p5_fan_0dB_s2,federated_train,personalized,0.5,fan,0dB,2,0.8368347860014718,n3/p1/logs/p1_norm_g2.log,92
master,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a0p5_fan_0dB_s3.json,p1_norm_federated_train_personalized_a0p5_fan_0dB_s3,federated_train,personalized,0.5,fan,0dB,3,0.8211270299611799,master/p1/logs/p1_norm_g2.log,92
master,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a0p5_slider_0dB_s0.json,p1_norm_federated_train_personalized_a0p5_slider_0dB_s0,federated_train,personalized,0.5,slider,0dB,0,0.8935548019934174,master/p1/logs/p1_norm_g2.log,94
n3,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a0p5_slider_0dB_s3.json,p1_norm_federated_train_personalized_a0p5_slider_0dB_s3,federated_train,personalized,0.5,slider,0dB,3,0.905131305279672,n3/p1/logs/p1_norm_g2.log,156
master,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a0p5_valve_6dB_s0.json,p1_norm_federated_train_personalized_a0p5_valve_6dB_s0,federated_train,personalized,0.5,valve,6dB,0,0.6197551932149963,master/p1/logs/p1_norm_g2.log,96
n3,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a0p5_valve_m6dB_s1.json,p1_norm_federated_train_personalized_a0p5_valve_m6dB_s1,federated_train,personalized,0.5,valve,-6dB,1,0.47809736419807897,n3/p1/logs/p1_norm_g2.log,158
master,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a0p5_valve_m6dB_s4.json,p1_norm_federated_train_personalized_a0p5_valve_m6dB_s4,federated_train,personalized,0.5,valve,-6dB,4,0.4927238008439039,master/p1/logs/p1_norm_g2.log,160
n3,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a100_fan_m6dB_s2.json,p1_norm_federated_train_personalized_a100_fan_m6dB_s2,federated_train,personalized,100.0,fan,-6dB,2,0.619197756997168,n3/p1/logs/p1_norm_g2.log,160
master,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a100_slider_0dB_s1.json,p1_norm_federated_train_personalized_a100_slider_0dB_s1,federated_train,personalized,100.0,slider,0dB,1,0.896168918118701,master/p1/logs/p1_norm_g2.log,162
n3,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a100_slider_6dB_s1.json,p1_norm_federated_train_personalized_a100_slider_6dB_s1,federated_train,personalized,100.0,slider,6dB,1,0.9317010338734972,n3/p1/logs/p1_norm_g2.log,162
master,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a100_slider_m6dB_s2.json,p1_norm_federated_train_personalized_a100_slider_m6dB_s2,federated_train,personalized,100.0,slider,-6dB,2,0.8495073012889437,master/p1/logs/p1_norm_g2.log,164
n3,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a100_valve_m6dB_s0.json,p1_norm_federated_train_personalized_a100_valve_m6dB_s0,federated_train,personalized,100.0,valve,-6dB,0,0.48717645452069647,n3/p1/logs/p1_norm_g2.log,164
master,norm_g2,2,norm_g2_p1_norm_federated_train_personalized_a100_valve_m6dB_s3.json,p1_norm_federated_train_personalized_a100_valve_m6dB_s3,federated_train,personalized,100.0,valve,-6dB,3,0.49741402064480844,master/p1/logs/p1_norm_g2.log,166
n3,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a0p05_fan_6dB_s4.json,p1_norm_local_site_clustered_fl_a0p05_fan_6dB_s4,local_site,clustered_fl,0.05,fan,6dB,4,0.9137605826569407,n3/p1/logs/p1_norm_g2.log,166
master,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a0p05_slider_0dB_s1.json,p1_norm_local_site_clustered_fl_a0p05_slider_0dB_s1,local_site,clustered_fl,0.05,slider,0dB,1,0.8961223796726825,master/p1/logs/p1_norm_g2.log,168
n3,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a0p05_slider_6dB_s3.json,p1_norm_local_site_clustered_fl_a0p05_slider_6dB_s3,local_site,clustered_fl,0.05,slider,6dB,3,0.9210244517249895,n3/p1/logs/p1_norm_g2.log,168
master,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a0p05_slider_m6dB_s4.json,p1_norm_local_site_clustered_fl_a0p05_slider_m6dB_s4,local_site,clustered_fl,0.05,slider,-6dB,4,0.7949287013467011,master/p1/logs/p1_norm_g2.log,170
n3,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a0p05_valve_m6dB_s2.json,p1_norm_local_site_clustered_fl_a0p05_valve_m6dB_s2,local_site,clustered_fl,0.05,valve,-6dB,2,0.46953775049805746,n3/p1/logs/p1_norm_g2.log,170
master,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a0p5_fan_0dB_s1.json,p1_norm_local_site_clustered_fl_a0p5_fan_0dB_s1,local_site,clustered_fl,0.5,fan,0dB,1,0.8252446929322605,master/p1/logs/p1_norm_g2.log,172
n3,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a0p5_fan_m6dB_s3.json,p1_norm_local_site_clustered_fl_a0p5_fan_m6dB_s3,local_site,clustered_fl,0.5,fan,-6dB,3,0.6465176979410232,n3/p1/logs/p1_norm_g2.log,172
master,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a0p5_slider_0dB_s0.json,p1_norm_local_site_clustered_fl_a0p5_slider_0dB_s0,local_site,clustered_fl,0.5,slider,0dB,0,0.9007540310268001,master/p1/logs/p1_norm_g2.log,174
n3,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a0p5_valve_0dB_s0.json,p1_norm_local_site_clustered_fl_a0p5_valve_0dB_s0,local_site,clustered_fl,0.5,valve,0dB,0,0.5667989919233831,n3/p1/logs/p1_norm_g2.log,174
master,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a0p5_valve_6dB_s0.json,p1_norm_local_site_clustered_fl_a0p5_valve_6dB_s0,local_site,clustered_fl,0.5,valve,6dB,0,0.6288408655836715,master/p1/logs/p1_norm_g2.log,176
master,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a100_fan_0dB_s4.json,p1_norm_local_site_clustered_fl_a100_fan_0dB_s4,local_site,clustered_fl,100.0,fan,0dB,4,0.823158153816413,master/p1/logs/p1_norm_g2.log,178
n3,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a100_fan_6dB_s0.json,p1_norm_local_site_clustered_fl_a100_fan_6dB_s0,local_site,clustered_fl,100.0,fan,6dB,0,0.9528967952723647,n3/p1/logs/p1_norm_g2.log,176
n3,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a100_slider_0dB_s2.json,p1_norm_local_site_clustered_fl_a100_slider_0dB_s2,local_site,clustered_fl,100.0,slider,0dB,2,0.9009078088351329,n3/p1/logs/p1_norm_g2.log,178
master,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a100_slider_6dB_s0.json,p1_norm_local_site_clustered_fl_a100_slider_6dB_s0,local_site,clustered_fl,100.0,slider,6dB,0,0.9419676184234682,master/p1/logs/p1_norm_g2.log,180
n3,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a100_valve_6dB_s0.json,p1_norm_local_site_clustered_fl_a100_valve_6dB_s0,local_site,clustered_fl,100.0,valve,6dB,0,0.6150330392448458,n3/p1/logs/p1_norm_g2.log,180
master,norm_g2,2,norm_g2_p1_norm_local_site_clustered_fl_a100_valve_6dB_s1.json,p1_norm_local_site_clustered_fl_a100_valve_6dB_s1,local_site,clustered_fl,100.0,valve,6dB,1,0.650910372627563,master/p1/logs/p1_norm_g2.log,182
n3,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a0p05_fan_6dB_s3.json,p1_norm_local_site_fedavg_a0p05_fan_6dB_s3,local_site,fedavg,0.05,fan,6dB,3,0.9247447405855104,n3/p1/logs/p1_norm_g2.log,182
master,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4.json,p1_norm_local_site_fedavg_a0p05_fan_m6dB_s4,local_site,fedavg,0.05,fan,-6dB,4,0.6640886036344499,master/p1/logs/p1_norm_g2.log,184
n3,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a0p05_slider_6dB_s0.json,p1_norm_local_site_fedavg_a0p05_slider_6dB_s0,local_site,fedavg,0.05,slider,6dB,0,0.9670464062276781,n3/p1/logs/p1_norm_g2.log,184
n3,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a0p05_valve_0dB_s0.json,p1_norm_local_site_fedavg_a0p05_valve_0dB_s0,local_site,fedavg,0.05,valve,0dB,0,0.5879946182914491,n3/p1/logs/p1_norm_g2.log,186
master,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a0p05_valve_6dB_s0.json,p1_norm_local_site_fedavg_a0p05_valve_6dB_s0,local_site,fedavg,0.05,valve,6dB,0,0.7258629331957668,master/p1/logs/p1_norm_g2.log,186
master,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a0p5_fan_0dB_s2.json,p1_norm_local_site_fedavg_a0p5_fan_0dB_s2,local_site,fedavg,0.5,fan,0dB,2,0.8441223548023865,master/p1/logs/p1_norm_g2.log,188
n3,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a0p5_fan_0dB_s3.json,p1_norm_local_site_fedavg_a0p5_fan_0dB_s3,local_site,fedavg,0.5,fan,0dB,3,0.8175322177052655,n3/p1/logs/p1_norm_g2.log,188
n3,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a0p5_slider_0dB_s2.json,p1_norm_local_site_fedavg_a0p5_slider_0dB_s2,local_site,fedavg,0.5,slider,0dB,2,0.9089652380872355,n3/p1/logs/p1_norm_g2.log,190
master,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a0p5_slider_6dB_s2.json,p1_norm_local_site_fedavg_a0p5_slider_6dB_s2,local_site,fedavg,0.5,slider,6dB,2,0.9515533417778228,master/p1/logs/p1_norm_g2.log,190
master,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a0p5_valve_6dB_s1.json,p1_norm_local_site_fedavg_a0p5_valve_6dB_s1,local_site,fedavg,0.5,valve,6dB,1,0.6487204262851913,master/p1/logs/p1_norm_g2.log,192
n3,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a0p5_valve_6dB_s2.json,p1_norm_local_site_fedavg_a0p5_valve_6dB_s2,local_site,fedavg,0.5,valve,6dB,2,0.6519239625336172,n3/p1/logs/p1_norm_g2.log,192
n3,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a100_fan_0dB_s4.json,p1_norm_local_site_fedavg_a100_fan_0dB_s4,local_site,fedavg,100.0,fan,0dB,4,0.8209768747563958,n3/p1/logs/p1_norm_g2.log,194
master,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a100_fan_m6dB_s0.json,p1_norm_local_site_fedavg_a100_fan_m6dB_s0,local_site,fedavg,100.0,fan,-6dB,0,0.6217453324057398,master/p1/logs/p1_norm_g2.log,194
n3,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a100_slider_6dB_s2.json,p1_norm_local_site_fedavg_a100_slider_6dB_s2,local_site,fedavg,100.0,slider,6dB,2,0.9470863801318234,n3/p1/logs/p1_norm_g2.log,196
master,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a100_slider_m6dB_s1.json,p1_norm_local_site_fedavg_a100_slider_m6dB_s1,local_site,fedavg,100.0,slider,-6dB,1,0.8340392810358382,master/p1/logs/p1_norm_g2.log,196
n3,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a100_valve_6dB_s1.json,p1_norm_local_site_fedavg_a100_valve_6dB_s1,local_site,fedavg,100.0,valve,6dB,1,0.6506554916233525,n3/p1/logs/p1_norm_g2.log,198
master,norm_g2,2,norm_g2_p1_norm_local_site_fedavg_a100_valve_m6dB_s2.json,p1_norm_local_site_fedavg_a100_valve_m6dB_s2,local_site,fedavg,100.0,valve,-6dB,2,0.49429325311799577,master/p1/logs/p1_norm_g2.log,198
n3,norm_g2,2,norm_g2_p1_norm_local_site_personalized_a0p05_fan_6dB_s3.json,p1_norm_local_site_personalized_a0p05_fan_6dB_s3,local_site,personalized,0.05,fan,6dB,3,0.9239359796430379,n3/p1/logs/p1_norm_g2.log,200
master,norm_g2,2,norm_g2_p1_norm_local_site_personalized_a0p05_fan_m6dB_s2.json,p1_norm_local_site_personalized_a0p05_fan_m6dB_s2,local_site,personalized,0.05,fan,-6dB,2,0.7305655985069766,master/p1/logs/p1_norm_g2.log,200
n3,norm_g2,2,norm_g2_p1_norm_local_site_personalized_a0p05_slider_m6dB_s2.json,p1_norm_local_site_personalized_a0p05_slider_m6dB_s2,local_site,personalized,0.05,slider,-6dB,2,0.7800966241529778,n3/p1/logs/p1_norm_g2.log,202
master,norm_g2,2,norm_g2_p1_norm_local_site_personalized_a0p05_slider_m6dB_s3.json,p1_norm_local_site_personalized_a0p05_slider_m6dB_s3,local_site,personalized,0.05,slider,-6dB,3,0.7435762172678283,master/p1/logs/p1_norm_g2.log,202
n3,norm_g2,2,norm_g2_p1_norm_local_site_personalized_a0p05_valve_m6dB_s3.json,p1_norm_local_site_personalized_a0p05_valve_m6dB_s3,local_site,personalized,0.05,valve,-6dB,3,0.45633868653977777,n3/p1/logs/p1_norm_g2.log,204
master,norm_g2,2,norm_g2_p1_norm_local_site_personalized_a0p05_valve_m6dB_s4.json,p1_norm_local_site_personalized_a0p05_valve_m6dB_s4,local_site,personalized,0.05,valve,-6dB,4,0.4231216981006471,master/p1/logs/p1_norm_g2.log,204
n3,norm_g2,2,norm_g2_p1_norm_local_site_personalized_a0p5_fan_m6dB_s4.json,p1_norm_local_site_personalized_a0p5_fan_m6dB_s4,local_site,personalized,0.5,fan,-6dB,4,0.645644102060718,n3/p1/logs/p1_norm_g2.log,206
master,norm_g2,2,norm_g2_p1_norm_local_site_personalized_a0p5_slider_0dB_s1.json,p1_norm_local_site_personalized_a0p5_slider_0dB_s1,local_site,personalized,0.5,slider,0dB,1,0.9061705678266346,master/p1/logs/p1_norm_g2.log,206
master,norm_g2,2,norm_g2_p1_norm_local_site_personalized_a0p5_slider_m6dB_s2.json,p1_norm_local_site_personalized_a0p5_slider_m6dB_s2,local_site,personalized,0.5,slider,-6dB,2,0.8475937527990498,master/p1/logs/p1_norm_g2.log,208
n3,norm_g2,2,norm_g2_p1_norm_local_site_personalized_a0p5_valve_0dB_s3.json,p1_norm_local_site_personalized_a0p5_valve_0dB_s3,local_site,personalized,0.5,valve,0dB,3,0.5917287109486182,n3/p1/logs/p1_norm_g2.log,208
master,norm_g2,2,norm_g2_p1_norm_local_site_personalized_a0p5_valve_m6dB_s1.json,p1_norm_local_site_personalized_a0p5_valve_m6dB_s1,local_site,personalized,0.5,valve,-6dB,1,0.4828280841576368,master/p1/logs/p1_norm_g2.log,210
